LC,OWNER,Delivery Date,Type Armada,Nopol,Jalur,Area,Fuel's Type,Qty Fuel,Type Delivery,DO,CBM,DP,UJP,Total Cost,Pulau,Destination,Jenis Armada,Type,Key,Shipment Area,Cost Ext,Month,Kategori,Gap Cost Int - Ext,% Saving
251023C118,HCI,23-Oct-2025,CDELC,BK8813MG,Medan,Sumatera Utara,,,Customer,9,5.88,8,70000,590333.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251024D084,FBI,24-Oct-2025,PICKUP,A8330VX,Medan,Sumatera Utara,,,Store,14,0.79,4,68000,152166.67,,Medan,MINI VAN BOX,Internal,Sumatera UtaraMedanMINI VAN BOX,DALAM KOTA,,10,REGULAR,,
251024C113,HCI,24-Oct-2025,CDELC,BK8009MI,Medan,Sumatera Utara,,,Customer,9,3.16,8,68500,592600.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251024C116,HCI,24-Oct-2025,CDELC,BK8022LM,Deli Serdang,Sumatera Utara,,,Customer,14,4.62,12,120000,643666.67,,Deli Serdang,CDE,Internal,Sumatera UtaraDeli SerdangCDE,DALAM KOTA,,10,REGULAR,,
251024D076,AHI,24-Oct-2025,CDELC,BK8047MQ,Medan,Sumatera Utara,,,Store,32,8.58,1,25000,138916.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251024C111,HCI,24-Oct-2025,CDELC,BK8047MQ,Medan,Sumatera Utara,,,Customer,11,10,9,167000,642116.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251024D087,HCI,24-Oct-2025,CDELC,BK8073MQ,Medan,Sumatera Utara,,,Store,45,8.62,2,37000,264833.33,,Medan,CDE LONG CHASSIS,Internal,Sumatera UtaraMedanCDE LONG CHASSIS,DALAM KOTA,,10,NON REGULAR,,
251024D077,HCI,24-Oct-2025,CDELC,BK8074MQ,Medan,Sumatera Utara,,,Store,93,10,1,40000,267833.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251024D086,HCI,24-Oct-2025,CDELC,BK8075MQ,Medan,Sumatera Utara,,,Store,76,8.33,2,90000,317833.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251024X016,HCI,24-Oct-2025,CDELC,BK8099LM,Medan,Sumatera Utara,,,Other Delivery,1,8,1,25000,113050.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251024X051,HCI,24-Oct-2025,CDELC,BK8099LM,Medan,Sumatera Utara,,,Other Delivery,1,5,1,28000,116050.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251024D089,HCI,24-Oct-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Store,19,8.08,2,46000,197094.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251024D095,HCI,24-Oct-2025,CDELC,BK8135LM,Medan,Sumatera Utara,,,Store,2,9.1,2,55000,579100.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251024D083,FBI,24-Oct-2025,PICKUP,BK8136LM,Binjai,Sumatera Utara,,,Store,11,2.28,5,169500,264333.33,,Binjai,MINI VAN BOX,Internal,Sumatera UtaraBinjaiMINI VAN BOX,DALAM KOTA,,10,REGULAR,,
251024C110,HCI,24-Oct-2025,CDELC,BK8141LM,Medan,Sumatera Utara,,,Customer,12,7.6,12,85000,608666.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251024C106,HCI,24-Oct-2025,CDELC,BK8146LM,Medan,Sumatera Utara,,,Customer,23,3.58,11,103000,265900.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251024D088,HCI,24-Oct-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Store,45,10,2,35000,197900.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251024C114,HCI,24-Oct-2025,CDELC,BK8191MQ,Medan,Sumatera Utara,,,Customer,13,7.15,9,88000,677033.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251024H042,HCI,24-Oct-2025,CDELC,BK8192MQ,Pematangsiantar,Sumatera Utara,,,HUB,15,6.59,3,453000,640148.8,,Pematangsiantar,CDE,Internal,Sumatera UtaraPematangsiantarCDE,LUAR KOTA,,10,REGULAR,,
251024C108,HCI,24-Oct-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Customer,14,6.34,11,100000,262900.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251024D079,AHI,24-Oct-2025,PICKUP,BK8633MS,Medan,Sumatera Utara,,,Store,19,2.8,1,40000,83780.65,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,10,REGULAR,,
251024C119,HCI,24-Oct-2025,PICKUP,BK8633MS,Medan,Sumatera Utara,,,Customer,1,1.32,1,25000,429980.65,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,10,REGULAR,,
251024C105,HCI,24-Oct-2025,CDELC,BK8646MS,Medan,Sumatera Utara,,,Customer,14,3.83,11,103000,756566.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251024D097,AHI,24-Oct-2025,PICKUP,BK8696MS,Medan,Sumatera Utara,,,Store,1,2.04,1,40000,90266.67,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,10,REGULAR,,
251024C117,HCI,24-Oct-2025,PICKUP,BK8696MS,Deli Serdang,Sumatera Utara,,,Customer,5,2.47,5,74500,365566.67,,Deli Serdang,PICKUP,Internal,Sumatera UtaraDeli SerdangPICKUP,DALAM KOTA,,10,REGULAR,,
251024C122,HCI,24-Oct-2025,CDELC,BK8803MH,Medan,Sumatera Utara,,,Customer,2,9.34,2,50000,495733.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251024D078,AHI,24-Oct-2025,CDELC,BK8804MH,Medan,Sumatera Utara,,,Store,26,8.6,1,45000,249933.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251024C107,HCI,24-Oct-2025,CDELC,BK8805MH,Medan,Sumatera Utara,,,Customer,11,6.2,9,65000,269933.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251024C112,HCI,24-Oct-2025,CDELC,BK8806MH,Medan,Sumatera Utara,,,Customer,12,6.65,12,50000,616133.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251024C115,HCI,24-Oct-2025,CDELC,BK8807MH,Medan,Sumatera Utara,,,Customer,13,6.03,10,85500,290433.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251024C109,HCI,24-Oct-2025,CDELC,BK8813MG,Binjai,Sumatera Utara,,,Customer,7,3.26,7,151500,671833.33,,Binjai,CDE,Internal,Sumatera UtaraBinjaiCDE,DALAM KOTA,,10,REGULAR,,
251024D096,AHI,24-Oct-2025,CDELC,BK8309MS,Medan,Sumatera Utara,,,Store,1,8,1,50000,335633.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251025C123,HCI,25-Oct-2025,CDELC,BK8009MI,Deli Serdang,Sumatera Utara,,,Customer,10,6.85,8,89000,601697.0,,Deli Serdang,CDE,Internal,Sumatera UtaraDeli SerdangCDE,DALAM KOTA,,10,REGULAR,,
251025C191,HCI,25-Oct-2025,CDELC,BK8022LM,Medan,Sumatera Utara,,,Customer,3,9.17,1,70500,582794.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251025C127,HCI,25-Oct-2025,CDELC,BK8031LM,Medan,Sumatera Utara,,,Customer,2,6.39,1,40000,371694.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251025C121,HCI,25-Oct-2025,CDELC,BK8047MQ,Medan,Sumatera Utara,,,Customer,8,8.2,8,53000,626085.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251025H045,HCI,25-Oct-2025,CDELC,BK8074MQ,Pematangsiantar,Sumatera Utara,,,HUB,4,5.86,3,411000,622885.0,,Pematangsiantar,CDE,Internal,Sumatera UtaraPematangsiantarCDE,LUAR KOTA,,10,REGULAR,,
251025C117,HCI,25-Oct-2025,CDELC,BK8075MQ,Medan,Sumatera Utara,,,Customer,10,9.16,15,94500,667585.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251025D099,FBI,25-Oct-2025,CDELC,BK8099LM,Medan,Sumatera Utara,,,Store,17,9.1,3,74500,250600.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251024D101,HCI,25-Oct-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Store,1,8,1,30000,181094.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251025D103,HCI,25-Oct-2025,CDELC,BK8135LM,Medan,Sumatera Utara,,,Store,11,9.01,2,55000,206497.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251025D100,FBI,25-Oct-2025,PICKUP,BK8136LM,Medan,Sumatera Utara,,,Store,8,1.85,4,37000,125195.0,,Medan,MINI VAN BOX,Internal,Sumatera UtaraMedanMINI VAN BOX,DALAM KOTA,,10,REGULAR,,
251025C116,HCI,25-Oct-2025,CDELC,BK8141LM,Medan,Sumatera Utara,,,Customer,13,5.43,9,65000,216094.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251025C119,HCI,25-Oct-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Customer,7,6.84,5,105000,617697.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251025C114,HCI,25-Oct-2025,CDELC,BK8191MQ,Medan,Sumatera Utara,,,Customer,9,8.94,10,93000,666085.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251025D083,HCI,25-Oct-2025,CDELC,BK8192MQ,Medan,Sumatera Utara,,,Store,23,10,4,73000,284885.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251025C120,HCI,25-Oct-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Customer,10,2.32,7,70000,582697.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251025C166,HCI,25-Oct-2025,CDELC,BK8309MS,Medan,Sumatera Utara,,,Customer,1,0.24,1,45000,511233.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251025C129,HCI,25-Oct-2025,PICKUP,BK8633MS,Binjai,Sumatera Utara,,,Customer,6,2.39,5,127000,575761.3,,Binjai,PICKUP,Internal,Sumatera UtaraBinjaiPICKUP,DALAM KOTA,,10,REGULAR,,
251025H044,HCI,25-Oct-2025,CDELC,BK8646MS,Pematangsiantar,Sumatera Utara,,,HUB,11,7.98,1,431000,723366.67,,Pematangsiantar,CDE LONG CHASSIS,Internal,Sumatera UtaraPematangsiantarCDE LONG CHASSIS,LUAR KOTA,,10,NON REGULAR,,
251025D085,HCI,25-Oct-2025,CDELC,BK8647MS,Medan,Sumatera Utara,,,Store,39,9.1,2,44500,336866.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251025C137,HCI,25-Oct-2025,PICKUP,BK8696MS,Medan,Sumatera Utara,,,Customer,1,3,1,40000,381333.33,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,10,REGULAR,,
251025D086,HCI,25-Oct-2025,CDELC,BK8803MH,Medan,Sumatera Utara,,,Store,19,8.28,2,37000,227588.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251025C118,HCI,25-Oct-2025,CDELC,BK8804MH,Medan,Sumatera Utara,,,Customer,11,9.58,18,98000,649788.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251025C021,HCI,25-Oct-2025,CDELC,BK8805MH,Medan,Sumatera Utara,,,Customer,21,7.82,13,90000,280588.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251025C115,HCI,25-Oct-2025,CDELC,BK8806MH,Medan,Sumatera Utara,,,Customer,19,5.51,6,40000,591788.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251025C126,HCI,25-Oct-2025,CDELC,BK8807MH,Medan,Sumatera Utara,,,Customer,8,5.99,8,65000,616788.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251025C122,HCI,25-Oct-2025,CDELC,BK8813MG,Medan,Sumatera Utara,,,Customer,11,8.08,11,60000,569194.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251026C084,HCI,26-Oct-2025,CDELC,BK8047MQ,Medan,Sumatera Utara,,,Customer,15,3.04,6,90000,663085.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251026H036,HCI,26-Oct-2025,CDELC,BK8073MQ,Pematangsiantar,Sumatera Utara,,,HUB,9,9.11,1,406000,738285.0,,Pematangsiantar,CDE LONG CHASSIS,Internal,Sumatera UtaraPematangsiantarCDE LONG CHASSIS,LUAR KOTA,,10,NON REGULAR,,
251026C086,HCI,26-Oct-2025,CDELC,BK8135LM,Medan,Sumatera Utara,,,Customer,14,7.93,12,95500,608197.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251026C091,HCI,26-Oct-2025,CDELC,BK8141LM,Medan,Sumatera Utara,,,Customer,12,4.42,10,60000,572294.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251026C088,HCI,26-Oct-2025,CDELC,BK8146LM,Medan,Sumatera Utara,,,Customer,6,3.3,7,65000,577697.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251026X040,HCI,26-Oct-2025,CDELC,BK8191MQ,Medan,Sumatera Utara,,,Other Delivery,2,7.2,3,65000,276885.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251026C095,HCI,26-Oct-2025,PICKUP,BK8633MS,Medan,Sumatera Utara,,,Customer,4,3,4,91500,540261.3,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,10,REGULAR,,
251026C085,HCI,26-Oct-2025,CDELC,BK8646MS,Medan,Sumatera Utara,,,Customer,11,5.04,7,45000,517966.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251026C110,HCI,26-Oct-2025,PICKUP,BK8696MS,Medan,Sumatera Utara,,,Customer,1,0.28,1,46000,327133.33,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,10,REGULAR,,
251026H038,HCI,26-Oct-2025,CDELC,BK8803MH,Pematangsiantar,Sumatera Utara,,,HUB,9,8.67,1,421000,731988.0,,Pematangsiantar,CDE,Internal,Sumatera UtaraPematangsiantarCDE,LUAR KOTA,,10,NON REGULAR,,
251026X041,HCI,26-Oct-2025,CDELC,BK8804MH,Medan,Sumatera Utara,,,Other Delivery,6,6.1,2,55000,245588.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251026C083,HCI,26-Oct-2025,CDELC,BK8805MH,Medan,Sumatera Utara,,,Customer,12,5.99,6,69500,621288.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251026C090,HCI,26-Oct-2025,CDELC,BK8806MH,Medan,Sumatera Utara,,,Customer,10,7.5,6,68000,619788.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251026C087,HCI,26-Oct-2025,CDELC,BK8807MH,Binjai,Sumatera Utara,,,Customer,7,5.06,6,185500,737288.0,,Binjai,CDE,Internal,Sumatera UtaraBinjaiCDE,DALAM KOTA,,10,REGULAR,,
251027D124,FBI,27-Oct-2025,PICKUP,A8330VX,Medan,Sumatera Utara,,,Store,7,1.23,5,73000,157166.67,,Medan,MINI VAN BOX,Internal,Sumatera UtaraMedanMINI VAN BOX,DALAM KOTA,,10,REGULAR,,
251027H048,HCI,27-Oct-2025,CDELC,BK8009MI,Pematangsiantar,Sumatera Utara,,,HUB,8,7.92,1,441000,592497.0,,Pematangsiantar,CDE,Internal,Sumatera UtaraPematangsiantarCDE,LUAR KOTA,,10,NON REGULAR,,
251027C172,HCI,27-Oct-2025,CDELC,BK8022LM,Medan,Sumatera Utara,,,Customer,13,5.42,12,73500,389847.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251027D091,AHI,27-Oct-2025,CDELC,BK8022LM,Medan,Sumatera Utara,,,Store,81,9.95,2,45000,120547.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251027C161,HCI,27-Oct-2025,CDELC,BK8031LM,Medan,Sumatera Utara,,,Customer,12,3.57,10,50000,562294.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251027C158,HCI,27-Oct-2025,CDELC,BK8047MQ,Medan,Sumatera Utara,,,Customer,26,10,21,125000,698085.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251027D126,KLS,27-Oct-2025,CDELC,BK8073MQ,Medan,Sumatera Utara,,,Store,1,8.7,1,25000,130942.5,,Medan,CDE LONG CHASSIS,Internal,Sumatera UtaraMedanCDE LONG CHASSIS,DALAM KOTA,,10,NON REGULAR,,
251027C174,HCI,27-Oct-2025,CDELC,BK8073MQ,Medan,Sumatera Utara,,,Customer,11,7.55,8,70000,537142.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251027L012,AHI,27-Oct-2025,CDELC,BK8074MQ,Pematangsiantar,Sumatera Utara,,,Store,81,8.82,1,436000,647885.0,,Pematangsiantar,CDE,Internal,Sumatera UtaraPematangsiantarCDE,LUAR KOTA,,10,NON REGULAR,,
251027D004,AHI,27-Oct-2025,CDELC,BK8075MQ,Medan,Sumatera Utara,,,Store,133,9.59,1,25000,130942.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251027C186,HCI,27-Oct-2025,CDELC,BK8075MQ,Medan,Sumatera Utara,,,Customer,5,6.18,3,35000,381742.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251027D002,AHI,27-Oct-2025,CDELC,BK8099LM,Medan,Sumatera Utara,,,Store,75,8.27,3,53000,229100.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251026D071,KLS,27-Oct-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Store,2,9.1,2,50000,201094.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251027C180,HCI,27-Oct-2025,CDELC,BK8135LM,Medan,Sumatera Utara,,,Customer,1,7.48,1,30000,286348.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251027C169,HCI,27-Oct-2025,CDELC,BK8135LM,Medan,Sumatera Utara,,,Customer,9,4.96,10,45000,301348.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251026D070,FBI,27-Oct-2025,PICKUP,BK8136LM,Medan,Sumatera Utara,,,Store,4,2.34,3,142000,186097.5,,Medan,MINI VAN BOX,Internal,Sumatera UtaraMedanMINI VAN BOX,DALAM KOTA,,10,REGULAR,,
251027C193,HCI,27-Oct-2025,PICKUP,BK8136LM,Deli Serdang,Sumatera Utara,,,Customer,4,1.6,2,102000,507297.5,,Deli Serdang,MINI VAN BOX,Internal,Sumatera UtaraDeli SerdangMINI VAN BOX,DALAM KOTA,,10,REGULAR,,
251027C164,HCI,27-Oct-2025,CDELC,BK8141LM,Medan,Sumatera Utara,,,Customer,10,8.88,10,105000,496894.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251027C167,HCI,27-Oct-2025,CDELC,BK8146LM,Medan,Sumatera Utara,,,Customer,8,5.02,6,95000,487297.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251027C171,HCI,27-Oct-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Customer,6,2.7,5,77500,394048.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251027D043,HCI,27-Oct-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Store,19,8.82,1,25000,100748.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251027D039,HCI,27-Oct-2025,CDELC,BK8192MQ,Medan,Sumatera Utara,,,Store,32,9.77,3,55000,160942.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251027C181,HCI,27-Oct-2025,CDELC,BK8192MQ,Medan,Sumatera Utara,,,Customer,4,10,2,46000,392742.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251027D045,HCI,27-Oct-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Store,60,10,2,45000,120748.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251027C175,HCI,27-Oct-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Customer,7,7.49,6,73000,389548.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251027H049,HCI,27-Oct-2025,CDELC,BK8309MS,Pematangsiantar,Sumatera Utara,,,HUB,20,9.14,1,446000,731633.33,,Pematangsiantar,CDE,Internal,Sumatera UtaraPematangsiantarCDE,LUAR KOTA,,10,NON REGULAR,,
251027C192,HCI,27-Oct-2025,PICKUP,BK8633MS,Medan,Sumatera Utara,,,Customer,5,3,5,78500,527261.3,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,10,REGULAR,,
251027C160,HCI,27-Oct-2025,CDELC,BK8646MS,Medan,Sumatera Utara,,,Customer,24,7.02,17,90000,743566.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251027C179,HCI,27-Oct-2025,PICKUP,BK8696MS,Medan,Sumatera Utara,,,Customer,3,2.69,3,72000,483466.67,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,10,REGULAR,,
251027D005,AHI,27-Oct-2025,PICKUP,BK8696MS,Medan,Sumatera Utara,,,Store,8,2.6,2,53000,103266.67,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,10,REGULAR,,
251027D048,HCI,27-Oct-2025,CDELC,BK8803MH,Medan,Sumatera Utara,,,Store,57,10,2,45000,140294.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251027C173,HCI,27-Oct-2025,CDELC,BK8803MH,Medan,Sumatera Utara,,,Customer,15,9.6,11,60000,516494.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251027C157,HCI,27-Oct-2025,CDELC,BK8804MH,Medan,Sumatera Utara,,,Customer,9,3.59,13,87000,638788.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251027C185,HCI,27-Oct-2025,CDELC,BK8805MH,Medan,Sumatera Utara,,,Customer,1,6.69,1,48000,323894.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251027C166,HCI,27-Oct-2025,CDELC,BK8805MH,Medan,Sumatera Utara,,,Customer,7,5.39,8,58000,333894.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251027C168,HCI,27-Oct-2025,CDELC,BK8806MH,Binjai,Sumatera Utara,,,Customer,6,3.06,6,349000,900788.0,,Binjai,CDE,Internal,Sumatera UtaraBinjaiCDE,DALAM KOTA,,10,REGULAR,,
251027C162,HCI,27-Oct-2025,CDELC,BK8807MH,Medan,Sumatera Utara,,,Customer,11,7.15,11,89500,641288.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251027D041,HCI,27-Oct-2025,CDELC,BK8813MG,Medan,Sumatera Utara,,,Store,22,9.93,2,39000,186994.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,NON REGULAR,,
251028D094,FBI,28-Oct-2025,PICKUP,A8330VX,Medan,Sumatera Utara,,,Store,4,1.02,4,31000,115166.67,,Medan,MINI VAN BOX,Internal,Sumatera UtaraMedanMINI VAN BOX,DALAM KOTA,,10,REGULAR,,
251028C147,HCI,28-Oct-2025,CDELC,BK8009MI,Medan,Sumatera Utara,,,Customer,12,8,10,75000,587697.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251028C160,HCI,28-Oct-2025,CDELC,BK8022LM,Medan,Sumatera Utara,,,Customer,3,8.82,3,30000,105547.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251028C149,HCI,28-Oct-2025,CDELC,BK8022LM,Medan,Sumatera Utara,,,Customer,15,5.95,13,126000,562747.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251028C152,HCI,28-Oct-2025,CDELC,BK8031LM,Medan,Sumatera Utara,,,Customer,6,2.32,4,105000,617294.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251028C144,HCI,28-Oct-2025,CDELC,BK8047MQ,Medan,Sumatera Utara,,,Customer,11,8.98,5,40000,492685.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,10,REGULAR,,
251028C148,HCI,28-Oct-2025,CDELC,BK8073MQ,Binjai,Sumatera Utara,,,Customer,7,5.84,6,125000,698085.0,,Binjai,CDE,Internal,Sumatera UtaraBinjaiCDE,DALAM KOTA,,10,REGULAR,,
