LC,OWNER,Delivery Date,Type Armada,Nopol,Jalur,Area,Fuel's Type,Qty Fuel,Type Delivery,DO,CBM,DP,UJP,Total Cost,Pulau,Destination,Jenis Armada,Type,Key,Shipment Area,Cost Ext,Month,Kategori,Gap Cost Int - Ext,% Saving
250111C016,HCI,1/11/2025,CDD,DD8283SY,Makassar,Sulawesi Selatan,,,Customer,7,11.39,2,,464594,,Makassar,CDD,Internal,Sulawesi SelatanMakassarCDD,DALAM KOTA,,1,NON REGULAR,,
250111C020,HCI,1/11/2025,CDELC,DD8987RG,Maros,Sulawesi Selatan,,,Customer,4,10.0,4,15000,467878,,Maros,CDE LONG CHASSIS,Internal,Sulawesi SelatanMarosCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250111C004,HCI,1/11/2025,CDELC,DD8212RV,Makassar,Sulawesi Selatan,,,Customer,15,5.59,12,218900,731778,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250111C027,HCI,1/11/2025,CDELC,A8348VA,Makassar,Sulawesi Selatan,,,Customer,3,5.9,4,0,402489,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
250111C028,HCI,1/11/2025,CDELC,A8348VA,Makassar,Sulawesi Selatan,,,Customer,5,7.76,4,,402489,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
250111C006,HCI,1/11/2025,CDELC,DD8165UE,Gowa,Sulawesi Selatan,,,Customer,13,9.05,12,4500,633878,,Gowa,CDE LONG CHASSIS,Internal,Sulawesi SelatanGowaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250111C281,HCI,1/11/2025,PICKUP,DD8199SJ,Makassar,Sulawesi Selatan,,,Customer,4,1.84,4,0,406661,,Makassar,PICKUP,Internal,Sulawesi SelatanMakassarPICKUP,DALAM KOTA,,1,REGULAR,,
250111C010,AHI,1/11/2025,CDELC,DD8213RV,Gowa,Sulawesi Selatan,,,Customer,23,8.0,19,250000,762878,,Gowa,CDE,Internal,Sulawesi SelatanGowaCDE,DALAM KOTA,,1,REGULAR,,
250111C009,AHI,1/11/2025,CDELC,DD8336RV,Makassar,Sulawesi Selatan,,,Customer,12,3.15,8,197000,709878,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250111C005,HCI,1/11/2025,CDELC,DD8634RG,Gowa,Sulawesi Selatan,,,Customer,19,7.11,17,10500,565844,,Gowa,CDE LONG CHASSIS,Internal,Sulawesi SelatanGowaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250111C295,HCI,1/11/2025,PICKUP,DD8772UF,Makassar,Sulawesi Selatan,,,Customer,1,3.0,1,391400,776328,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250111C242,HCI,1/11/2025,PICKUP,DD8772UF,Makassar,Sulawesi Selatan,,,Customer,2,2.42,1,,384928,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250111C034,HCI,1/11/2025,CDELC,DD8705RM,Makassar,Sulawesi Selatan,,,Customer,2,10.0,1,32000,496328,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250111C029,HCI,1/11/2025,CDELC,DD8986RG,Makassar,Sulawesi Selatan,,,Customer,7,7.5,6,,452878,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250111C019,HCI,1/11/2025,CDELC,DD8986RG,Makassar,Sulawesi Selatan,,,Customer,5,5.68,4,,452878,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250106D050,HCI,1/12/2025,PICKUP,DD8772UF,Makassar,Sulawesi Selatan,,,Store,3,1.44,1,20000,333272,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250110D068,HCI,1/12/2025,CDELC,A8377ZY,Makassar,Sulawesi Selatan,,,Store,10,3.8,2,237276,566215,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250111D016,HCI,1/12/2025,CDD,DD8632RG,Makassar,Sulawesi Selatan,,,Store,63,13.0,2,96000,534972,,Makassar,CDD,Internal,Sulawesi SelatanMakassarCDD,DALAM KOTA,,1,REGULAR,,
250112C004,HCI,1/12/2025,CDELC,DD8986RG,Maros,Sulawesi Selatan,,,Customer,17,8.69,12,48500,603844,,Maros,CDE LONG CHASSIS,Internal,Sulawesi SelatanMarosCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250112C005,HCI,1/12/2025,CDELC,DD8987RG,Makassar,Sulawesi Selatan,,,Customer,15,10.0,13,0,555344,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250112C006,HCI,1/12/2025,CDELC,A8609ZF,Makassar,Sulawesi Selatan,,,Customer,20,8.83,13,0,571578,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250112C007,HCI,1/12/2025,CDELC,DD8213RV,Gowa,Sulawesi Selatan,,,Customer,15,8.0,12,,512878,,Gowa,CDE,Internal,Sulawesi SelatanGowaCDE,DALAM KOTA,,1,REGULAR,,
250112C008,HCI,1/12/2025,CDELC,DD8634RG,Gowa,Sulawesi Selatan,,,Customer,12,7.58,12,320000,875344,,Gowa,CDE LONG CHASSIS,Internal,Sulawesi SelatanGowaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250112C009,HCI,1/12/2025,CDELC,DD8337RV,Makassar,Sulawesi Selatan,,,Customer,30,8.0,11,,512878,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250112C010,HCI,1/12/2025,CDELC,DD8256RV,Takalar,Sulawesi Selatan,,,Customer,16,8.0,12,15000,525811,,Takalar,CDE,Internal,Sulawesi SelatanTakalarCDE,DALAM KOTA,,1,REGULAR,,
250112C012,AHI,1/12/2025,CDELC,A8550VX,Makassar,Sulawesi Selatan,,,Customer,21,6.48,18,30500,536711,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250112C013,HCI,1/12/2025,PICKUP,DD8199SJ,Makassar,Sulawesi Selatan,,,Customer,6,3.0,4,4000,410661,,Makassar,PICKUP,Internal,Sulawesi SelatanMakassarPICKUP,DALAM KOTA,,1,REGULAR,,
250112C014,HCI,1/12/2025,CDELC,DD8705RM,Makassar,Sulawesi Selatan,,,Customer,37,7.94,2,9000,298122,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250112C015,HCI,1/12/2025,CDD,DD8283SY,Gowa,Sulawesi Selatan,,,Customer,57,12.55,3,20000,423572,,Gowa,CDD,Internal,Sulawesi SelatanGowaCDD,DALAM KOTA,,1,REGULAR,,
250112C016,HCI,1/12/2025,CDELC,DD8165UE,Makassar,Sulawesi Selatan,,,Customer,7,10.0,7,,629378,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250112C125,HCI,1/12/2025,CDELC,A8348VA,Makassar,Sulawesi Selatan,,,Customer,4,4.66,4,4500,511144,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250112C201,HCI,1/12/2025,PICKUP,DD8797SZ,Makassar,Sulawesi Selatan,,,Customer,5,2.41,5,,409044,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250112C203,HCI,1/12/2025,PICKUP,DD8199SJ,Makassar,Sulawesi Selatan,,,Customer,3,3.0,3,,406661,,Makassar,PICKUP,Internal,Sulawesi SelatanMakassarPICKUP,DALAM KOTA,,1,REGULAR,,
250112C223,HCI,1/12/2025,PICKUP,DD8797SZ,Gowa,Sulawesi Selatan,,,Customer,1,0.28,1,,233839,,Gowa,MINI VAN BOX,Internal,Sulawesi SelatanGowaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250112D002,HCI,1/12/2025,CDELC,DD8212RV,Makassar,Sulawesi Selatan,,,Store,51,8.0,2,0,337672,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250112D032,HCI,1/12/2025,CDELC,DD8705RM,Makassar,Sulawesi Selatan,,,Store,20,8.68,2,,289122,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250112D044,AHI,1/12/2025,CDELC,DD8336RV,Makassar,Sulawesi Selatan,,,Store,22,6.88,2,,337672,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250112T018,AHI,1/12/2025,CDELC,DD8633RG,Makassar,Sulawesi Selatan,,,Store,7,10.0,2,,380139,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250113C022,HCI,1/13/2025,CDELC,DD8705RM,Maros,Sulawesi Selatan,,,Customer,3,10.0,3,434000,898328,,Maros,CDE LONG CHASSIS,Internal,Sulawesi SelatanMarosCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250109D096,TGI,1/13/2025,CDELC,DD8212RV,Makassar,Sulawesi Selatan,,,Store,73,8.0,4,9000,346672,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250110D059,HCI,1/13/2025,CDD,DD8283SY,Makassar,Sulawesi Selatan,,,Store,45,10.35,2,20000,423572,,Makassar,CDD,Internal,Sulawesi SelatanMakassarCDD,DALAM KOTA,,1,REGULAR,,
250110D069,HCI,1/13/2025,CDELC,A8348VA,Makassar,Sulawesi Selatan,,,Store,17,6.34,2,0,227283,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250112D077,AHI,1/13/2025,CDELC,A8997ZD,Makassar,Sulawesi Selatan,,,Store,24,10.0,1,20000,294339,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250112D082,HCI,1/13/2025,CDELC,DD8633RG,Gowa,Sulawesi Selatan,,,Store,24,9.35,2,14000,291672,,Gowa,CDE LONG CHASSIS,Internal,Sulawesi SelatanGowaCDE LONG CHASSIS,Dalam Kota,,1,REGULAR,,
250112T026,AHI,1/13/2025,CDELC,DD8987RG,Makassar,Sulawesi Selatan,,,Store,3,10.0,3,257120,534792,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,Dalam Kota,,1,REGULAR,,
250113T023,AHI,1/13/2025,CDELC,DD8256RV,Makassar,Sulawesi Selatan,,,Store,2,8.0,2,378430,633835,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250113C018,HCI,1/13/2025,CDELC,DD8337RV,Gowa,Sulawesi Selatan,,,Customer,60,8.0,6,20000,276439,,Gowa,CDE,Internal,Sulawesi SelatanGowaCDE,DALAM KOTA,,1,REGULAR,,
250113D005,AHI,1/13/2025,CDELC,A8609ZF,Gowa,Sulawesi Selatan,,,Store,48,10.0,2,,285789,,Gowa,CDE LONG CHASSIS,Internal,Sulawesi SelatanGowaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250113D011,FBI,1/13/2025,CDELC,A8348VA,Makassar,Sulawesi Selatan,,,Store,5,1.6,2,,227283,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,Dalam Kota,,1,REGULAR,,
250113D051,HCI,1/13/2025,CDELC,A8609ZF,Makassar,Sulawesi Selatan,,,Store,17,7.78,1,,285789,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250113T003,AHI,1/13/2025,CDELC,DD8987RG,Makassar,Sulawesi Selatan,,,Store,32,10.0,1,,277672,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250113C013,AHI,1/13/2025,PICKUP,DD8797SZ,Gowa,Sulawesi Selatan,,,Customer,22,3.0,20,239400,707078,,Gowa,MINI VAN BOX,Internal,Sulawesi SelatanGowaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250113C008,HCI,1/13/2025,CDELC,DD8337RV,Gowa,Sulawesi Selatan,,,Customer,19,8.0,15,260470,692114,,Gowa,CDE,Internal,Sulawesi SelatanGowaCDE,DALAM KOTA,,1,REGULAR,,
250113C210,HCI,1/13/2025,CDELC,DD8165UE,Makassar,Sulawesi Selatan,,,Customer,1,5.74,1,15000,329689,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250113C214,AHI,1/13/2025,PICKUP,DD8772UF,Maros,Sulawesi Selatan,,,Customer,4,0.98,4,20000,508478,,Maros,MINI VAN BOX,Internal,Sulawesi SelatanMarosMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250113C021,HCI,1/13/2025,CDELC,DD8165UE,Gowa,Sulawesi Selatan,,,Customer,6,6.41,4,10500,500394,,Gowa,CDE LONG CHASSIS,Internal,Sulawesi SelatanGowaCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250113C012,AHI,1/13/2025,CDELC,A8550VX,Maros,Sulawesi Selatan,,,Customer,22,8.0,15,350330,856541,,Maros,CDE,Internal,Sulawesi SelatanMarosCDE,DALAM KOTA,,1,REGULAR,,
250113C241,HCI,1/13/2025,CDELC,DD8633RG,Makassar,Sulawesi Selatan,,,Customer,6,4.94,4,49500,502378,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250113C014,HCI,1/13/2025,CDELC,A8348VA,Makassar,Sulawesi Selatan,,,Customer,9,2.16,6,,402489,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250113C015,HCI,1/13/2025,CDD,DD8632RG,Makassar,Sulawesi Selatan,,,Customer,32,12.94,20,,614178,,Makassar,CDD,Internal,Sulawesi SelatanMakassarCDD,DALAM KOTA,,1,REGULAR,,
250113C023,HCI,1/13/2025,CDELC,DD8256RV,Gowa,Sulawesi Selatan,,,Customer,7,8.0,3,,430611,,Gowa,CDE,Internal,Sulawesi SelatanGowaCDE,DALAM KOTA,,1,NON REGULAR,,
250113C009,HCI,1/13/2025,CDELC,DD8986RG,Gowa,Sulawesi Selatan,,,Customer,20,7.69,15,,555344,,Gowa,CDE LONG CHASSIS,Internal,Sulawesi SelatanGowaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250113C016,HCI,1/13/2025,PICKUP,DD8199SJ,Makassar,Sulawesi Selatan,,,Customer,5,3.0,5,337200,743861,,Makassar,PICKUP,Internal,Sulawesi SelatanMakassarPICKUP,DALAM KOTA,,1,REGULAR,,
250113C006,HCI,1/13/2025,CDELC,DD8213RV,Makassar,Sulawesi Selatan,,,Customer,12,7.87,13,49000,561878,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250113C007,HCI,1/13/2025,CDELC,DD8336RV,Maros,Sulawesi Selatan,,,Customer,19,7.38,16,227000,739878,,Maros,CDE,Internal,Sulawesi SelatanMarosCDE,DALAM KOTA,,1,REGULAR,,
250113C010,HCI,1/13/2025,CDELC,A8377ZY,Makassar,Sulawesi Selatan,,,Customer,12,5.68,13,22000,526144,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250113C034,HCI,1/13/2025,CDELC,DD8705RM,Makassar,Sulawesi Selatan,,,Customer,9,10.0,5,47000,511328,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250113C019,HCI,1/13/2025,CDELC,A8997ZD,Makassar,Sulawesi Selatan,,,Customer,9,6.33,9,34500,484044,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250113C246,AHI,1/13/2025,PICKUP,DD8199SJ,Makassar,Sulawesi Selatan,,,Customer,3,1.86,1,,406661,,Makassar,PICKUP,Internal,Sulawesi SelatanMakassarPICKUP,DALAM KOTA,,1,REGULAR,,
250113C011,HCI,1/13/2025,CDELC,DD8634RG,Takalar,Sulawesi Selatan,,,Customer,19,8.05,14,,555344,,Takalar,CDE LONG CHASSIS,Internal,Sulawesi SelatanTakalarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250114D001,HCI,1/14/2025,CDELC,DD8705RM,Makassar,Sulawesi Selatan,,,Store,71,10.0,2,144000,547039,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250114D003,HCI,1/14/2025,CDELC,DD8633RG,Makassar,Sulawesi Selatan,,,Store,18,10.0,2,,380139,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250114D052,AHI,1/14/2025,PICKUP,DD8797SZ,Makassar,Sulawesi Selatan,,,Store,2,1.36,2,,233839,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250114D090,TGI,1/14/2025,PICKUP,DD8797SZ,Makassar,Sulawesi Selatan,,,Store,2,3.0,2,,233839,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250114T001,AHI,1/14/2025,CDELC,A8997ZD,Makassar,Sulawesi Selatan,,,Store,23,7.88,1,9000,283339,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250114T002,AHI,1/14/2025,CDELC,DD8336RV,Makassar,Sulawesi Selatan,,,Store,48,7.73,1,,337672,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250114T032,AHI,1/14/2025,CDELC,DD8212RV,Makassar,Sulawesi Selatan,,,Store,25,8.0,3,90370,428042,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250104D001,HCI,1/14/2025,CDELC,A8348VA,Makassar,Sulawesi Selatan,,,Store,6,4.99,2,20000,273322,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250114C013,HCI,1/14/2025,CDELC,DD8256RV,Makassar,Sulawesi Selatan,,,Customer,44,5.48,5,20000,275405,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250113C304,HCI,1/14/2025,CDELC,DD8337RV,Makassar,Sulawesi Selatan,,,Customer,17,5.6,4,9000,346672,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250114C212,AHI,1/14/2025,CDELC,A8609ZF,Makassar,Sulawesi Selatan,,,Customer,6,3.31,5,6000,577578,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250114C012,HCI,1/14/2025,CDELC,A8348VA,Makassar,Sulawesi Selatan,,,Customer,5,5.68,2,333470,761998,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
250114C014,HCI,1/14/2025,PICKUP,DD8199SJ,Gowa,Sulawesi Selatan,,,Customer,2,2.57,2,10500,417161,,Gowa,PICKUP,Internal,Sulawesi SelatanGowaPICKUP,DALAM KOTA,,1,REGULAR,,
250114C005,HCI,1/14/2025,CDELC,DD8986RG,Gowa,Sulawesi Selatan,,,Customer,25,9.08,11,327420,882764,,Gowa,CDE LONG CHASSIS,Internal,Sulawesi SelatanGowaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250114C003,HCI,1/14/2025,CDELC,DD8634RG,Makassar,Sulawesi Selatan,,,Customer,17,8.67,13,,555344,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250114C004,HCI,1/14/2025,CDELC,A8377ZY,Makassar,Sulawesi Selatan,,,Customer,18,7.7,14,10500,514644,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250114C008,HCI,1/14/2025,CDELC,A8997ZD,Takalar,Sulawesi Selatan,,,Customer,19,6.0,17,313956,763500,,Takalar,CDE LONG CHASSIS,Internal,Sulawesi SelatanTakalarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250113C020,HCI,1/14/2025,CDD,DD8283SY,Makassar,Sulawesi Selatan,,,Customer,4,13.0,1,,578778,,Makassar,CDD,Internal,Sulawesi SelatanMakassarCDD,DALAM KOTA,,1,NON REGULAR,,
250114C015,HCI,1/14/2025,PICKUP,DD8199SJ,Makassar,Sulawesi Selatan,,,Customer,5,3.0,5,13000,419661,,Makassar,PICKUP,Internal,Sulawesi SelatanMakassarPICKUP,DALAM KOTA,,1,REGULAR,,
250114C007,HCI,1/14/2025,CDELC,DD8987RG,Makassar,Sulawesi Selatan,,,Customer,4,10.0,4,,555344,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250114C011,HCI,1/14/2025,CDD,DD8632RG,Makassar,Sulawesi Selatan,,,Customer,21,11.58,15,64000,678178,,Makassar,CDD,Internal,Sulawesi SelatanMakassarCDD,DALAM KOTA,,1,REGULAR,,
250114C009,AHI,1/14/2025,PICKUP,DD8772UF,Makassar,Sulawesi Selatan,,,Customer,6,3.0,6,240500,728978,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250114C006,HCI,1/14/2025,CDELC,DD8165UE,Gowa,Sulawesi Selatan,,,Customer,18,10.0,14,353910,983288,,Gowa,CDE LONG CHASSIS,Internal,Sulawesi SelatanGowaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250114C002,HCI,1/14/2025,CDELC,DD8213RV,Maros,Sulawesi Selatan,,,Customer,12,6.36,9,288071,800949,,Maros,CDE,Internal,Sulawesi SelatanMarosCDE,DALAM KOTA,,1,REGULAR,,
250114C010,AHI,1/14/2025,CDELC,A8550VX,Gowa,Sulawesi Selatan,,,Customer,19,5.35,17,35000,541211,,Gowa,CDE,Internal,Sulawesi SelatanGowaCDE,DALAM KOTA,,1,REGULAR,,
250114C215,HCI,1/14/2025,CDELC,DD8256RV,Makassar,Sulawesi Selatan,,,Customer,5,4.83,5,31000,461611,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250115C022,HCI,1/15/2025,CDELC,DD8633RG,Makassar,Sulawesi Selatan,,,Customer,21,9.72,15,,452878,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250115C030,HCI,1/15/2025,CDELC,A8348VA,Makassar,Sulawesi Selatan,,,Customer,2,3.67,2,,428528,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
250115C035,HCI,1/15/2025,CDELC,DD8337RV,Makassar,Sulawesi Selatan,,,Customer,5,4.12,3,48500,480144,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250115C019,HCI,1/15/2025,CDELC,A8997ZD,Takalar,Sulawesi Selatan,,,Customer,21,8.95,15,10000,558678,,Takalar,CDE LONG CHASSIS,Internal,Sulawesi SelatanTakalarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250115C015,HCI,1/15/2025,CDELC,DD8987RG,Maros,Sulawesi Selatan,,,Customer,20,8.86,17,,555344,,Maros,CDE LONG CHASSIS,Internal,Sulawesi SelatanMarosCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250115C017,HCI,1/15/2025,CDELC,A8377ZY,Gowa,Sulawesi Selatan,,,Customer,18,8.0,15,,504144,,Gowa,CDE,Internal,Sulawesi SelatanGowaCDE,DALAM KOTA,,1,REGULAR,,
250115C018,HCI,1/15/2025,CDELC,DD8634RG,Makassar,Sulawesi Selatan,,,Customer,20,9.51,16,7000,562344,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250115C229,HCI,1/15/2025,PICKUP,DD8199SJ,Makassar,Sulawesi Selatan,,,Customer,5,2.6,5,314560,721221,,Makassar,PICKUP,Internal,Sulawesi SelatanMakassarPICKUP,DALAM KOTA,,1,REGULAR,,
250115C026,HCI,1/15/2025,PICKUP,DD8199SJ,Gowa,Sulawesi Selatan,,,Customer,7,3.0,6,,406661,,Gowa,PICKUP,Internal,Sulawesi SelatanGowaPICKUP,DALAM KOTA,,1,REGULAR,,
250114D093,HCI,1/15/2025,CDD,DD8632RG,Maros,Sulawesi Selatan,,,Store,11,11.32,4,,307089,,Maros,CDD,Internal,Sulawesi SelatanMarosCDD,DALAM KOTA,,1,REGULAR,,
250114D095,HCI,1/15/2025,CDELC,DD8633RG,Maros,Sulawesi Selatan,,,Store,14,10.0,5,9000,286672,,Maros,CDE LONG CHASSIS,Internal,Sulawesi SelatanMarosCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250114T042,AHI,1/15/2025,CDELC,A8550VX,Makassar,Sulawesi Selatan,,,Store,18,5.59,1,,227139,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250115C013,HCI,1/15/2025,CDELC,DD8212RV,Maros,Sulawesi Selatan,,,Customer,21,7.82,15,53000,484644,,Maros,CDE,Internal,Sulawesi SelatanMarosCDE,DALAM KOTA,,1,REGULAR,,
250115C024,HCI,1/15/2025,CDD,DD8632RG,Makassar,Sulawesi Selatan,,,Customer,60,11.84,3,29000,336089,,Makassar,CDD,Internal,Sulawesi SelatanMakassarCDD,DALAM KOTA,,1,REGULAR,,
250115D044,HCI,1/15/2025,PICKUP,DD8772UF,Makassar,Sulawesi Selatan,,,Store,13,3.0,1,,244239,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250115D074,AHI,1/15/2025,PICKUP,DD8772UF,Makassar,Sulawesi Selatan,,,Store,29,3.0,1,,244239,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
